Date,Name,Tags,Project,Description
2024/05/22 13:00 (JST) → 14:45,基礎プロジェクトＡ,"Lecture, Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/22 12:15 (JST) → 13:00,lunch,"Life, With friends",,
2024/05/22 10:25 (JST) → 12:10,地球科学２,"Input, Lecture, Productive","地球科学２／Earth System Science 2 (https://www.notion.so/Earth-System-Science-2-54b43820099e4c00877debe95b20aedc?pvs=21) ",
2024/05/22 10:00 (JST) → 10:25,MbSC mtg,"MTG, Output, Productive","MbSC（田中研） (https://www.notion.so/MbSC-7275e6c45e4a437b9ab4fb8a9926515a?pvs=21) ",
2024/05/22 8:45 (JST) → 10:00,古典力学演習2-3/2-5,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) "
2024/05/22 7:30 (JST) → 8:45,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/22 7:00 (JST) → 7:30,morning,Life,,
2024/05/21 23:45 (JST) → 2024/05/22 0:00 (JST),shower,Life,,
2024/05/21 22:30 (JST) → 23:45,transfer 電磁気学,"English, Review, Tranfer","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/21 21:15 (JST) → 22:30,電磁気学,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","電磁気学とベクトル解析 (数学と物理の交差点 2) (https://www.notion.so/2-d8597d1b7dd348188c6f0448cb6ebcc4?pvs=21) "
2024/05/21 21:00 (JST) → 21:15,dinner,Life,,
2024/05/21 19:30 (JST) → 21:00,電磁気学,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","電磁気学とベクトル解析 (数学と物理の交差点 2) (https://www.notion.so/2-d8597d1b7dd348188c6f0448cb6ebcc4?pvs=21) "
2024/05/21 18:00 (JST) → 19:30,古典力学演習2-1/2-2,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) "
2024/05/21 17:15 (JST) → 18:00,システム制御工学演習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/21 16:45 (JST) → 17:15,WRF,"Output, Task, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/21 14:55 (JST) → 16:40,システム制御工学,"Input, Lecture, Output, Productive","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/21 13:00 (JST) → 14:45,システム工学基礎,"Input, Lecture, Productive","システム工学基礎／Systems Engineering (https://www.notion.so/Systems-Engineering-b0afc37afc4245768b3c43527403ed10?pvs=21) ",
2024/05/21 12:45 (JST) → 13:00,WRF,"Output, Task, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/21 12:00 (JST) → 12:45,古典力学演習1-22/1-24,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) "
2024/05/21 11:45 (JST) → 12:00,やっつけ仕事,"Non-Productive, Task",,
2024/05/21 11:30 (JST) → 11:45,lunch,Life,,
2024/05/21 10:15 (JST) → 11:30,review of computer architecture,"Input, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ (電子情報通信レクチャーシリーズ) (電子情報通信レクチャーシリーズ C- 9) (https://www.notion.so/C-9-60a3f3653864489792310e903e3c50ff?pvs=21) "
2024/05/21 8:30 (JST) → 10:15,コンピュータアーキテクチャ,"Input, Lecture, Productive","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ",
2024/05/21 7:15 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/20 23:30 (JST) → 2024/05/21 0:00 (JST),DL基礎復習,,,
2024/05/20 22:00 (JST) → 23:00,transfer,"English, Tranfer","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/20 20:45 (JST) → 22:00,電磁気学,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","電磁気学とベクトル解析 (数学と物理の交差点 2) (https://www.notion.so/2-d8597d1b7dd348188c6f0448cb6ebcc4?pvs=21) "
2024/05/20 18:45 (JST) → 20:45,ひらやまゆうご,"Life, With friends",,
2024/05/20 16:30 (JST) → 18:45,古典力学演習1-16/1-21,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) 
「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/20 15:15 (JST) → 16:30,制御工学復習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/20 15:00 (JST) → 15:15,やっつけ仕事,"Productive, Task",,
2024/05/20 14:00 (JST) → 15:00,サステナブルファイナンススクールMTG,"MTG, Non-Productive","サステナブルファイナンススクールTA (https://www.notion.so/TA-e6d0d0b595fa41cdb7f6d11da7c57fd2?pvs=21) ",
2024/05/20 13:00 (JST) → 14:00,transfer,"Task, Tranfer",,
2024/05/20 12:15 (JST) → 13:00,機械材料学復習,"Output, Productive, Review","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/20 10:25 (JST) → 12:10,統計的機械学習,"Input, Lecture, Productive","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/20 8:30 (JST) → 10:15,機械材料学,"Input, Lecture, Productive",,
2024/05/20 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/19 22:15 (JST) → 23:15,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/19 21:30 (JST) → 22:15,飯,"Life, With friends",,
2024/05/19 10:00 (JST) → 21:30,5月祭,"Event, With friends",,
2024/05/19 9:00 (JST) → 10:00,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/18 19:00 (JST) → 20:00,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/18 16:00 (JST) → 19:00,5月祭,"Event, With friends",,
2024/05/18 9:00 (JST) → 16:00,るいくん,"Event, With friends",,
2024/05/18 8:00 (JST) → 9:00,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/17 22:30 (JST) → 23:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/17 22:00 (JST) → 22:30,飯,"Life, With friends",,
2024/05/17 14:00 (JST) → 22:00,5月祭準備,"Event, Non-Productive, With friends",,
2024/05/17 13:00 (JST) → 14:00,システム制御工学復習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/17 12:15 (JST) → 13:00,lunch,"Life, With friends",,
2024/05/17 10:25 (JST) → 12:10,統計力学I,"Input, Lecture, Productive","統計力学I／Statistical Mechanics I (https://www.notion.so/I-Statistical-Mechanics-I-bce78a45ef8745c08e7f3d49c4eba073?pvs=21) ",
2024/05/17 8:30 (JST) → 10:15,大気海洋循環学,"Input, Lecture, Productive","大気海洋循環学／Introduction to Ocean-Atmosphere Circulation (https://www.notion.so/Introduction-to-Ocean-Atmosphere-Circulation-8422a27f674d4b1da25f216f7becef26?pvs=21) ",
2024/05/17 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/16 22:30 (JST) → 23:45,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/16 22:10 (JST) → 22:30,電磁気とベクトル解析,"Input, Productive",,
2024/05/16 21:15 (JST) → 22:10,古典力学演習,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) 
「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/16 20:30 (JST) → 21:15,dinner,"Life, With friends",,
2024/05/16 19:00 (JST) → 20:30,システム制御工学復習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/16 18:00 (JST) → 19:00,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/16 16:50 (JST) → 17:45,プログラミング応用IＡ,"Input, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/16 14:55 (JST) → 16:40,プログラミング応用IＡ,"Input, Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/16 13:00 (JST) → 14:45,応用のための物理I（古典論）,"Input, Lecture, Productive","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/16 10:15 (JST) → 13:00,DL基礎演習,"Output, Productive, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/16 8:30 (JST) → 10:15,電離気体論,"Input, Lecture, Productive","電離気体論／Ionized Gases (https://www.notion.so/Ionized-Gases-f1fe189920c9473b9ccf502d3c4148fc?pvs=21) ",
2024/05/16 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/15 23:45 (JST) → 2024/05/16 0:00 (JST),dinner,Life,,
2024/05/15 22:30 (JST) → 23:45,transfer,"English, Review, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) 
応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/15 21:45 (JST) → 22:30,DL基礎演習,"Input, Output, Productive, Review, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/15 20:30 (JST) → 21:45,電磁気とベクトル解析,"Input, Productive","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","電磁気学とベクトル解析 (数学と物理の交差点 2) (https://www.notion.so/2-d8597d1b7dd348188c6f0448cb6ebcc4?pvs=21) "
2024/05/15 18:30 (JST) → 20:30,古典力学演習,"Output, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) 
「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/15 17:00 (JST) → 18:30,システム制御工学復習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/15 16:45 (JST) → 17:00,dinner,Life,,
2024/05/15 14:55 (JST) → 16:40,システム制御工学,"Input, Lecture, Productive","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/15 13:00 (JST) → 14:45,システム工学基礎,"Input, Lecture, Productive","システム工学基礎／Systems Engineering (https://www.notion.so/Systems-Engineering-b0afc37afc4245768b3c43527403ed10?pvs=21) ",
2024/05/15 12:15 (JST) → 13:00,基礎プロレポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/15 10:25 (JST) → 12:10,統計力学I,"Input, Lecture, Productive","統計力学I／Statistical Mechanics I (https://www.notion.so/I-Statistical-Mechanics-I-bce78a45ef8745c08e7f3d49c4eba073?pvs=21) ",
2024/05/15 8:30 (JST) → 10:15,大気海洋循環学,"Input, Lecture, Productive","大気海洋循環学／Introduction to Ocean-Atmosphere Circulation (https://www.notion.so/Introduction-to-Ocean-Atmosphere-Circulation-8422a27f674d4b1da25f216f7becef26?pvs=21) ",
2024/05/15 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/14 21:15 (JST) → 22:30,transfer,"Review, Tranfer","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/14 20:30 (JST) → 21:00,dinner,Life,,
2024/05/14 17:00 (JST) → 20:30,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/14 16:15 (JST) → 17:00,梅田と,"Life, With friends",,
2024/05/14 14:55 (JST) → 16:15,システム制御工学,"Input, Lecture, Productive","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/14 13:00 (JST) → 14:45,システム工学基礎,"Input, Lecture, Productive","システム工学基礎／Systems Engineering (https://www.notion.so/Systems-Engineering-b0afc37afc4245768b3c43527403ed10?pvs=21) ",
2024/05/14 11:30 (JST) → 13:00,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/14 11:00 (JST) → 11:30,lunch,"Life, With friends",,
2024/05/14 10:30 (JST) → 11:00,minamide-sensei 1-on-1,"MTG, Output, Productive","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/14 8:30 (JST) → 10:30,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/14 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/13 20:00 (JST) → 21:00,transfer,"Review, Tranfer","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/13 18:00 (JST) → 20:00,もりゆうたとよしだ,"Life, With friends",,
2024/05/13 17:15 (JST) → 17:45,基礎プロレポート,"Input, Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/13 17:00 (JST) → 17:15,小原さん-UTCT,"MTG, Productive",,
2024/05/13 16:15 (JST) → 17:00,transfer,Tranfer,,
2024/05/13 14:15 (JST) → 16:15,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/13 12:15 (JST) → 14:15,機械材料学レポート,"Output, Productive, Review","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/13 10:25 (JST) → 12:10,統計的機械学習,"Input, Lecture, Productive","統計的機械学習／Statistical Machine Learning (https://www.notion.so/Statistical-Machine-Learning-2a3ca40d3fba4a0e88dd6ac05872c5a3?pvs=21) ",
2024/05/13 8:30 (JST) → 10:15,機械材料学,"Input, Lecture, Productive","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/13 7:30 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/12 22:30 (JST) → 23:30,基礎プロレポート,"Output, Productive","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/12 20:00 (JST) → 21:00,utct-daoason mtg,"MTG, Non-Productive",,
2024/05/12 19:00 (JST) → 20:00,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/12 15:30 (JST) → 19:00,DL演習,"Input, Output, Productive, Review, coding","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/12 13:30 (JST) → 15:30,システム制御工学復習,"Output, Productive, Review","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ","自動制御理論(新装版) (https://www.notion.so/499bef73be72421b915c73ce9291fa00?pvs=21) "
2024/05/12 12:30 (JST) → 13:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/11 20:30 (JST) → 21:30,shower,Life,,
2024/05/11 19:00 (JST) → 20:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/11 18:00 (JST) → 19:00,WRF,"Output, Productive, coding","Typhoon (https://www.notion.so/Typhoon-439569aafaf14242a3d50cacbc2759f3?pvs=21) ",
2024/05/11 16:00 (JST) → 18:00,DL基礎受講,"Input, Lecture, Productive","深層学習お勉強 (https://www.notion.so/f9567bf2fb974f84a1266606c733a3dc?pvs=21) ","DL基礎講座2024S (https://www.notion.so/DL-2024S-ec556da1b67e46a69164aa3b1748059d?pvs=21) "
2024/05/11 15:30 (JST) → 16:00,book store,Discovering,,
2024/05/11 15:00 (JST) → 15:30,Recap,"Output, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) 

応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ",
2024/05/11 13:30 (JST) → 15:00,古典力学復習,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/11 11:15 (JST) → 13:30,コンピュータアーキテクチャ復習,"Input, Productive, Review","コンピュータアーキテクチャ／Computer Architecture (https://www.notion.so/Computer-Architecture-8ed2795cecbd4055ac8647abd01c9148?pvs=21) ","コンピュータアーキテクチャ (電子情報通信レクチャーシリーズ) (電子情報通信レクチャーシリーズ C- 9) (https://www.notion.so/C-9-60a3f3653864489792310e903e3c50ff?pvs=21) "
2024/05/11 9:30 (JST) → 10:45,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/11 9:00 (JST) → 9:30,morning,Life,,
2024/05/11 0:15 (JST) → 0:30,recap,"Output, Productive, Review","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/10 23:15 (JST) → 2024/05/11 0:15 (JST),shower and dinner,Life,,
2024/05/10 22:00 (JST) → 23:15,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/10 20:30 (JST) → 22:00,古典物理演習,"Output, Productive","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","古典力学問題のとき方: ゴールドスタインほか-原著第3版に基づいて (物理学叢書 別巻) (https://www.notion.so/3-99b55b8e15f2418db3ecff0ab7373585?pvs=21) "
2024/05/10 19:30 (JST) → 20:30,プログラミング応用課題,"Output, Productive, coding","プログラミング応用IＡ／Advanced Course in Programming I (https://www.notion.so/I-Advanced-Course-in-Programming-I-030f2bf9dce94a899022c3c29e0eaabf?pvs=21) ",
2024/05/10 19:15 (JST) → 19:30,やっつけ仕事,Task,,
2024/05/10 18:45 (JST) → 19:15,dinner,Life,,
2024/05/10 16:45 (JST) → 18:45,田崎コロキウム,"Event, Input, Lecture, Productive","統計力学I／Statistical Mechanics I (https://www.notion.so/I-Statistical-Mechanics-I-bce78a45ef8745c08e7f3d49c4eba073?pvs=21) ",
2024/05/10 14:55 (JST) → 16:40,システム制御工学,"Input, Lecture, Output, Productive","システム制御工学／System Control Theory (https://www.notion.so/System-Control-Theory-25a655d891884732895e385b449bc754?pvs=21) ",
2024/05/10 13:00 (JST) → 14:45,システム工学基礎,"Input, Lecture, Productive","システム工学基礎／Systems Engineering (https://www.notion.so/Systems-Engineering-b0afc37afc4245768b3c43527403ed10?pvs=21) ",
2024/05/10 12:45 (JST) → 13:00,book store,Discovering,,
2024/05/10 12:15 (JST) → 12:45,lunch,"Life, With friends",,
2024/05/10 10:25 (JST) → 12:10,統計力学I,"Input, Lecture, Productive","統計力学I／Statistical Mechanics I (https://www.notion.so/I-Statistical-Mechanics-I-bce78a45ef8745c08e7f3d49c4eba073?pvs=21) ",
2024/05/10 8:30 (JST) → 10:15,大気海洋循環学,"Input, Lecture, Productive","大気海洋循環学／Introduction to Ocean-Atmosphere Circulation (https://www.notion.so/Introduction-to-Ocean-Atmosphere-Circulation-8422a27f674d4b1da25f216f7becef26?pvs=21) ",
2024/05/10 7:15 (JST) → 8:30,transfer,"English, Tranfer","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/10 6:45 (JST) → 7:15,morning,Life,,
2024/05/10 0:00 (JST) → 0:15,Recap,"Output, Productive, Review","B3S_Study (https://www.notion.so/B3S_Study-17939e045dbf4ab99d3491666fc62e41?pvs=21) ",
2024/05/09 23:45 (JST) → 2024/05/10 0:00 (JST),shower,Life,,
2024/05/09 22:30 (JST) → 23:45,transfer,"English, Tranfer",,
2024/05/09 22:00 (JST) → 22:30,utct核融合,"Output, Productive, Task",,
2024/05/09 21:30 (JST) → 22:00,基礎プロレポート課題,"Output, Productive, Review","基礎プロジェクトＡ／Fundamental Project (https://www.notion.so/Fundamental-Project-3e8214aecec640c993eb1f4462915473?pvs=21) ",
2024/05/09 20:50 (JST) → 21:30,dinner,Life,,
2024/05/09 19:00 (JST) → 20:50,古典力学演習,"Input, Productive, Review","応用のための物理I（古典論）／Basic Physics for Applications I（Classical Theory） (https://www.notion.so/I-Basic-Physics-for-Applications-I-Classical-Theory-7205317f28714401911234e126efed7d?pvs=21) ","「古典力学（上）」（原書第3版） (https://www.notion.so/3-ecb1c4faa2774ab1af535d37dc4c3f10?pvs=21) "
2024/05/09 18:15 (JST) → 19:00,機械材料学レポート,"Output, Productive, Review","機械材料学／Mechanical properties of materials (https://www.notion.so/Mechanical-properties-of-materials-7f2df644cae54143b556fa5cca813cfb?pvs=21) ",
2024/05/09 18:00 (JST) → 18:15,やっつけ仕事,"Non-Productive, Task",,
